Column1,GOSlim_bin
PiuraChilensis_v1_contig_1650,stress response
PiuraChilensis_v1_contig_1650,DNA metabolism
PiuraChilensis_v1_contig_12976,other metabolic processes
PiuraChilensis_v1_contig_658,RNA metabolism
PiuraChilensis_v1_contig_14754,transport
PiuraChilensis_v1_contig_8452,other metabolic processes
PiuraChilensis_v1_contig_4355,protein metabolism
PiuraChilensis_v1_contig_14280,other biological processes
PiuraChilensis_v1_contig_5,other metabolic processes
PiuraChilensis_v1_contig_1320,other biological processes
PiuraChilensis_v1_contig_12440,RNA metabolism
PiuraChilensis_v1_contig_14166,other metabolic processes
PiuraChilensis_v1_contig_8372,other biological processes
PiuraChilensis_v1_contig_6702,developmental processes
PiuraChilensis_v1_contig_9483,protein metabolism
PiuraChilensis_v1_contig_7547,cell cycle and proliferation
PiuraChilensis_v1_contig_582,other metabolic processes
PiuraChilensis_v1_contig_39,RNA metabolism
PiuraChilensis_v1_contig_3543,other biological processes
PiuraChilensis_v1_contig_11367,cell cycle and proliferation
PiuraChilensis_v1_contig_83,stress response
PiuraChilensis_v1_contig_11236,developmental processes
PiuraChilensis_v1_contig_7664,RNA metabolism
PiuraChilensis_v1_contig_9796,protein metabolism
PiuraChilensis_v1_contig_10776,transport
PiuraChilensis_v1_contig_14684,other metabolic processes
PiuraChilensis_v1_contig_14990,transport
PiuraChilensis_v1_contig_9675,transport
PiuraChilensis_v1_contig_9195,RNA metabolism
PiuraChilensis_v1_contig_343,cell organization and biogenesis
PiuraChilensis_v1_contig_11376,RNA metabolism
PiuraChilensis_v1_contig_5720,signal transduction
PiuraChilensis_v1_contig_5720,stress response
PiuraChilensis_v1_contig_3093,protein metabolism
PiuraChilensis_v1_contig_2519,other biological processes
PiuraChilensis_v1_contig_2617,transport
PiuraChilensis_v1_contig_2617,cell organization and biogenesis
PiuraChilensis_v1_contig_5141,protein metabolism
PiuraChilensis_v1_contig_6370,protein metabolism
PiuraChilensis_v1_contig_13070,cell organization and biogenesis
PiuraChilensis_v1_contig_2291,signal transduction
PiuraChilensis_v1_contig_5997,other biological processes
PiuraChilensis_v1_contig_10216,RNA metabolism
PiuraChilensis_v1_contig_13508,other metabolic processes
PiuraChilensis_v1_contig_3976,cell organization and biogenesis
PiuraChilensis_v1_contig_7188,RNA metabolism
PiuraChilensis_v1_contig_11602,signal transduction
PiuraChilensis_v1_contig_3227,transport
PiuraChilensis_v1_contig_11569,signal transduction
PiuraChilensis_v1_contig_2318,other metabolic processes
PiuraChilensis_v1_contig_12402,protein metabolism
PiuraChilensis_v1_contig_1864,developmental processes
PiuraChilensis_v1_contig_10911,other metabolic processes
PiuraChilensis_v1_contig_10324,cell organization and biogenesis
PiuraChilensis_v1_contig_13604,cell cycle and proliferation
PiuraChilensis_v1_contig_11179,other metabolic processes
PiuraChilensis_v1_contig_7309,protein metabolism
PiuraChilensis_v1_contig_4341,signal transduction
PiuraChilensis_v1_contig_1755,RNA metabolism
PiuraChilensis_v1_contig_7688,other metabolic processes
PiuraChilensis_v1_contig_2522,RNA metabolism
PiuraChilensis_v1_contig_6752,other metabolic processes
PiuraChilensis_v1_contig_12437,other biological processes
PiuraChilensis_v1_contig_3495,transport
PiuraChilensis_v1_contig_2593,cell cycle and proliferation
PiuraChilensis_v1_contig_461,other biological processes
PiuraChilensis_v1_contig_4637,other biological processes
PiuraChilensis_v1_contig_10795,protein metabolism
PiuraChilensis_v1_contig_9445,protein metabolism
PiuraChilensis_v1_contig_3788,other metabolic processes
PiuraChilensis_v1_contig_8663,developmental processes
PiuraChilensis_v1_contig_10377,other metabolic processes
PiuraChilensis_v1_contig_1450,protein metabolism
PiuraChilensis_v1_contig_1660,RNA metabolism
PiuraChilensis_v1_contig_5093,signal transduction
PiuraChilensis_v1_contig_14268,other metabolic processes
PiuraChilensis_v1_contig_14220,cell adhesion
PiuraChilensis_v1_contig_10164,death
PiuraChilensis_v1_contig_967,other metabolic processes
PiuraChilensis_v1_contig_8633,other metabolic processes
PiuraChilensis_v1_contig_7338,cell cycle and proliferation
PiuraChilensis_v1_contig_11872,signal transduction
PiuraChilensis_v1_contig_7052,RNA metabolism
PiuraChilensis_v1_contig_10602,cell cycle and proliferation
PiuraChilensis_v1_contig_2718,death
PiuraChilensis_v1_contig_6369,death
PiuraChilensis_v1_contig_11033,RNA metabolism
PiuraChilensis_v1_contig_2355,developmental processes
PiuraChilensis_v1_contig_6012,cell organization and biogenesis
PiuraChilensis_v1_contig_1086,stress response
PiuraChilensis_v1_contig_4341,protein metabolism
PiuraChilensis_v1_contig_9965,cell organization and biogenesis
PiuraChilensis_v1_contig_7414,signal transduction
PiuraChilensis_v1_contig_11212,other metabolic processes
PiuraChilensis_v1_contig_1867,stress response
PiuraChilensis_v1_contig_1867,protein metabolism
PiuraChilensis_v1_contig_1317,protein metabolism
PiuraChilensis_v1_contig_1317,cell organization and biogenesis
PiuraChilensis_v1_contig_11229,transport
PiuraChilensis_v1_contig_6260,cell cycle and proliferation
PiuraChilensis_v1_contig_12268,developmental processes
PiuraChilensis_v1_contig_9733,other biological processes
PiuraChilensis_v1_contig_4880,other biological processes
PiuraChilensis_v1_contig_13010,other metabolic processes
PiuraChilensis_v1_contig_4702,RNA metabolism
PiuraChilensis_v1_contig_6141,other biological processes
PiuraChilensis_v1_contig_4354,signal transduction
PiuraChilensis_v1_contig_9203,stress response
PiuraChilensis_v1_contig_1407,stress response
PiuraChilensis_v1_contig_6488,developmental processes
PiuraChilensis_v1_contig_4648,other biological processes
PiuraChilensis_v1_contig_14589,developmental processes
PiuraChilensis_v1_contig_14529,transport
PiuraChilensis_v1_contig_7401,other metabolic processes
PiuraChilensis_v1_contig_7207,transport
PiuraChilensis_v1_contig_8910,other biological processes
PiuraChilensis_v1_contig_4232,developmental processes
PiuraChilensis_v1_contig_8291,protein metabolism
PiuraChilensis_v1_contig_12451,DNA metabolism
PiuraChilensis_v1_contig_2279,transport
PiuraChilensis_v1_contig_3280,RNA metabolism
PiuraChilensis_v1_contig_12284,RNA metabolism
PiuraChilensis_v1_contig_5248,developmental processes
PiuraChilensis_v1_contig_6303,other metabolic processes
PiuraChilensis_v1_contig_13954,protein metabolism
PiuraChilensis_v1_contig_5682,signal transduction
PiuraChilensis_v1_contig_11887,other biological processes
PiuraChilensis_v1_contig_6765,stress response
PiuraChilensis_v1_contig_9625,other biological processes
PiuraChilensis_v1_contig_12337,RNA metabolism
PiuraChilensis_v1_contig_13494,stress response
PiuraChilensis_v1_contig_1443,signal transduction
PiuraChilensis_v1_contig_3151,death
PiuraChilensis_v1_contig_12512,other metabolic processes
PiuraChilensis_v1_contig_92,other biological processes
PiuraChilensis_v1_contig_7547,developmental processes
PiuraChilensis_v1_contig_7465,developmental processes
PiuraChilensis_v1_contig_10895,developmental processes
PiuraChilensis_v1_contig_6785,other biological processes
PiuraChilensis_v1_contig_10971,death
PiuraChilensis_v1_contig_10861,cell cycle and proliferation
PiuraChilensis_v1_contig_10861,signal transduction
PiuraChilensis_v1_contig_5729,developmental processes
PiuraChilensis_v1_contig_5729,cell organization and biogenesis
PiuraChilensis_v1_contig_9827,transport
PiuraChilensis_v1_contig_12819,other biological processes
PiuraChilensis_v1_contig_12805,other biological processes
PiuraChilensis_v1_contig_11367,other biological processes
PiuraChilensis_v1_contig_13559,other biological processes
PiuraChilensis_v1_contig_9721,other metabolic processes
PiuraChilensis_v1_contig_1265,other biological processes
PiuraChilensis_v1_contig_10508,RNA metabolism
PiuraChilensis_v1_contig_2039,stress response
PiuraChilensis_v1_contig_2039,DNA metabolism
PiuraChilensis_v1_contig_14738,other biological processes
PiuraChilensis_v1_contig_2366,protein metabolism
PiuraChilensis_v1_contig_3881,signal transduction
PiuraChilensis_v1_contig_3715,death
PiuraChilensis_v1_contig_2305,other metabolic processes
PiuraChilensis_v1_contig_8358,cell organization and biogenesis
PiuraChilensis_v1_contig_1988,developmental processes
PiuraChilensis_v1_contig_1988,cell organization and biogenesis
PiuraChilensis_v1_contig_189,other metabolic processes
PiuraChilensis_v1_contig_4325,RNA metabolism
PiuraChilensis_v1_contig_8102,other metabolic processes
PiuraChilensis_v1_contig_7156,cell cycle and proliferation
PiuraChilensis_v1_contig_1638,cell adhesion
PiuraChilensis_v1_contig_1126,transport
PiuraChilensis_v1_contig_1714,transport
PiuraChilensis_v1_contig_7701,other biological processes
PiuraChilensis_v1_contig_9863,transport
PiuraChilensis_v1_contig_5731,other biological processes
PiuraChilensis_v1_contig_12751,RNA metabolism
PiuraChilensis_v1_contig_6664,other biological processes
PiuraChilensis_v1_contig_12152,protein metabolism
PiuraChilensis_v1_contig_2175,other biological processes
PiuraChilensis_v1_contig_10717,transport
PiuraChilensis_v1_contig_4902,other biological processes
PiuraChilensis_v1_contig_9866,other metabolic processes
PiuraChilensis_v1_contig_2650,developmental processes
PiuraChilensis_v1_contig_14481,other metabolic processes
PiuraChilensis_v1_contig_3742,transport
PiuraChilensis_v1_contig_6740,RNA metabolism
PiuraChilensis_v1_contig_13331,other metabolic processes
PiuraChilensis_v1_contig_9479,transport
PiuraChilensis_v1_contig_10868,RNA metabolism
PiuraChilensis_v1_contig_2219,developmental processes
PiuraChilensis_v1_contig_2781,protein metabolism
PiuraChilensis_v1_contig_10689,transport
PiuraChilensis_v1_contig_3889,transport
PiuraChilensis_v1_contig_13494,other biological processes
PiuraChilensis_v1_contig_6783,signal transduction
PiuraChilensis_v1_contig_3466,signal transduction
PiuraChilensis_v1_contig_6881,RNA metabolism
PiuraChilensis_v1_contig_6765,other biological processes
PiuraChilensis_v1_contig_1317,developmental processes
PiuraChilensis_v1_contig_3311,transport
PiuraChilensis_v1_contig_9434,signal transduction
PiuraChilensis_v1_contig_3348,death
PiuraChilensis_v1_contig_3359,stress response
PiuraChilensis_v1_contig_3441,protein metabolism
PiuraChilensis_v1_contig_3317,other biological processes
PiuraChilensis_v1_contig_12293,stress response
PiuraChilensis_v1_contig_12293,DNA metabolism
PiuraChilensis_v1_contig_4144,signal transduction
PiuraChilensis_v1_contig_9821,cell organization and biogenesis
PiuraChilensis_v1_contig_7473,other metabolic processes
PiuraChilensis_v1_contig_9399,other metabolic processes
PiuraChilensis_v1_contig_13176,RNA metabolism
PiuraChilensis_v1_contig_10877,transport
PiuraChilensis_v1_contig_14068,RNA metabolism
PiuraChilensis_v1_contig_3757,other biological processes
PiuraChilensis_v1_contig_9091,cell cycle and proliferation
PiuraChilensis_v1_contig_2624,other metabolic processes
PiuraChilensis_v1_contig_2187,signal transduction
PiuraChilensis_v1_contig_6628,transport
PiuraChilensis_v1_contig_4949,developmental processes
PiuraChilensis_v1_contig_4949,cell organization and biogenesis
PiuraChilensis_v1_contig_13166,signal transduction
PiuraChilensis_v1_contig_540,cell cycle and proliferation
PiuraChilensis_v1_contig_11996,cell organization and biogenesis
PiuraChilensis_v1_contig_3821,cell organization and biogenesis
PiuraChilensis_v1_contig_9229,RNA metabolism
PiuraChilensis_v1_contig_3459,other metabolic processes
PiuraChilensis_v1_contig_9826,transport
PiuraChilensis_v1_contig_13960,other biological processes
PiuraChilensis_v1_contig_933,DNA metabolism
PiuraChilensis_v1_contig_11155,other metabolic processes
PiuraChilensis_v1_contig_6190,other biological processes
PiuraChilensis_v1_contig_264,cell organization and biogenesis
PiuraChilensis_v1_contig_11416,DNA metabolism
PiuraChilensis_v1_contig_12826,other biological processes
PiuraChilensis_v1_contig_8015,other biological processes
PiuraChilensis_v1_contig_9706,other metabolic processes
PiuraChilensis_v1_contig_4485,protein metabolism
PiuraChilensis_v1_contig_1141,transport
PiuraChilensis_v1_contig_3724,developmental processes
PiuraChilensis_v1_contig_9566,stress response
PiuraChilensis_v1_contig_12098,RNA metabolism
PiuraChilensis_v1_contig_14648,transport
PiuraChilensis_v1_contig_13608,stress response
PiuraChilensis_v1_contig_12357,stress response
PiuraChilensis_v1_contig_583,stress response
PiuraChilensis_v1_contig_9389,developmental processes
PiuraChilensis_v1_contig_9095,developmental processes
PiuraChilensis_v1_contig_3792,RNA metabolism
PiuraChilensis_v1_contig_6005,transport
PiuraChilensis_v1_contig_3678,transport
PiuraChilensis_v1_contig_3522,RNA metabolism
PiuraChilensis_v1_contig_10006,RNA metabolism
PiuraChilensis_v1_contig_8090,developmental processes
PiuraChilensis_v1_contig_8178,RNA metabolism
PiuraChilensis_v1_contig_12812,developmental processes
PiuraChilensis_v1_contig_1583,cell-cell signaling
PiuraChilensis_v1_contig_4740,transport
PiuraChilensis_v1_contig_12144,other biological processes
PiuraChilensis_v1_contig_4557,cell organization and biogenesis
PiuraChilensis_v1_contig_5408,RNA metabolism
PiuraChilensis_v1_contig_7306,protein metabolism
PiuraChilensis_v1_contig_3792,other biological processes
PiuraChilensis_v1_contig_14541,transport
PiuraChilensis_v1_contig_7185,RNA metabolism
PiuraChilensis_v1_contig_8146,stress response
PiuraChilensis_v1_contig_9360,other biological processes
PiuraChilensis_v1_contig_15000,transport
PiuraChilensis_v1_contig_8762,stress response
PiuraChilensis_v1_contig_8762,DNA metabolism
PiuraChilensis_v1_contig_791,cell organization and biogenesis
PiuraChilensis_v1_contig_13988,cell cycle and proliferation
PiuraChilensis_v1_contig_7837,signal transduction
PiuraChilensis_v1_contig_5569,cell adhesion
PiuraChilensis_v1_contig_5545,signal transduction
PiuraChilensis_v1_contig_933,other biological processes
PiuraChilensis_v1_contig_9995,cell organization and biogenesis
PiuraChilensis_v1_contig_6891,stress response
PiuraChilensis_v1_contig_2413,other biological processes
PiuraChilensis_v1_contig_3611,RNA metabolism
PiuraChilensis_v1_contig_10412,other metabolic processes
PiuraChilensis_v1_contig_10986,other biological processes
PiuraChilensis_v1_contig_9995,protein metabolism
PiuraChilensis_v1_contig_3886,signal transduction
PiuraChilensis_v1_contig_11486,death
PiuraChilensis_v1_contig_9870,RNA metabolism
PiuraChilensis_v1_contig_13616,other biological processes
PiuraChilensis_v1_contig_8146,DNA metabolism
PiuraChilensis_v1_contig_5642,death
PiuraChilensis_v1_contig_3354,stress response
PiuraChilensis_v1_contig_7500,other biological processes
PiuraChilensis_v1_contig_4191,cell cycle and proliferation
PiuraChilensis_v1_contig_726,death
PiuraChilensis_v1_contig_2607,other biological processes
PiuraChilensis_v1_contig_8480,other metabolic processes
PiuraChilensis_v1_contig_14506,transport
PiuraChilensis_v1_contig_7913,protein metabolism
PiuraChilensis_v1_contig_8163,cell cycle and proliferation
PiuraChilensis_v1_contig_3938,protein metabolism
PiuraChilensis_v1_contig_5252,cell cycle and proliferation
PiuraChilensis_v1_contig_5252,cell organization and biogenesis
PiuraChilensis_v1_contig_5566,other metabolic processes
PiuraChilensis_v1_contig_2410,RNA metabolism
PiuraChilensis_v1_contig_4659,protein metabolism
PiuraChilensis_v1_contig_496,other metabolic processes
PiuraChilensis_v1_contig_9794,other biological processes
PiuraChilensis_v1_contig_899,other metabolic processes
PiuraChilensis_v1_contig_5820,RNA metabolism
PiuraChilensis_v1_contig_7770,transport
PiuraChilensis_v1_contig_3366,protein metabolism
PiuraChilensis_v1_contig_11043,RNA metabolism
PiuraChilensis_v1_contig_11876,RNA metabolism
PiuraChilensis_v1_contig_10362,other biological processes
PiuraChilensis_v1_contig_5732,other biological processes
PiuraChilensis_v1_contig_13459,developmental processes
PiuraChilensis_v1_contig_5240,developmental processes
PiuraChilensis_v1_contig_818,cell cycle and proliferation
PiuraChilensis_v1_contig_5150,other biological processes
PiuraChilensis_v1_contig_10934,other biological processes
PiuraChilensis_v1_contig_3061,other metabolic processes
PiuraChilensis_v1_contig_14359,other metabolic processes
PiuraChilensis_v1_contig_4484,protein metabolism
PiuraChilensis_v1_contig_2100,other metabolic processes
PiuraChilensis_v1_contig_8989,other metabolic processes
PiuraChilensis_v1_contig_2316,other metabolic processes
PiuraChilensis_v1_contig_10572,other biological processes
PiuraChilensis_v1_contig_10599,cell cycle and proliferation
PiuraChilensis_v1_contig_2050,other biological processes
PiuraChilensis_v1_contig_4794,other metabolic processes
PiuraChilensis_v1_contig_5191,other metabolic processes
PiuraChilensis_v1_contig_3165,transport
PiuraChilensis_v1_contig_2551,other biological processes
PiuraChilensis_v1_contig_2645,RNA metabolism
PiuraChilensis_v1_contig_5664,RNA metabolism
PiuraChilensis_v1_contig_6814,protein metabolism
PiuraChilensis_v1_contig_599,cell organization and biogenesis
PiuraChilensis_v1_contig_3476,stress response
PiuraChilensis_v1_contig_3476,DNA metabolism
PiuraChilensis_v1_contig_9970,developmental processes
PiuraChilensis_v1_contig_8362,transport
PiuraChilensis_v1_contig_2144,other biological processes
PiuraChilensis_v1_contig_7033,cell cycle and proliferation
PiuraChilensis_v1_contig_7338,protein metabolism
PiuraChilensis_v1_contig_12805,developmental processes
PiuraChilensis_v1_contig_5186,protein metabolism
PiuraChilensis_v1_contig_1288,stress response
PiuraChilensis_v1_contig_1066,RNA metabolism
PiuraChilensis_v1_contig_775,cell organization and biogenesis
PiuraChilensis_v1_contig_9737,other metabolic processes
PiuraChilensis_v1_contig_12440,other biological processes
PiuraChilensis_v1_contig_3310,signal transduction
PiuraChilensis_v1_contig_7640,other biological processes
PiuraChilensis_v1_contig_4914,protein metabolism
PiuraChilensis_v1_contig_7649,protein metabolism
PiuraChilensis_v1_contig_441,stress response
PiuraChilensis_v1_contig_11856,other biological processes
PiuraChilensis_v1_contig_9798,other biological processes
PiuraChilensis_v1_contig_11486,signal transduction
PiuraChilensis_v1_contig_8090,transport
PiuraChilensis_v1_contig_9494,other biological processes
PiuraChilensis_v1_contig_659,cell-cell signaling
PiuraChilensis_v1_contig_8725,other metabolic processes
PiuraChilensis_v1_contig_731,other metabolic processes
PiuraChilensis_v1_contig_2310,other biological processes
PiuraChilensis_v1_contig_5274,signal transduction
PiuraChilensis_v1_contig_8010,protein metabolism
PiuraChilensis_v1_contig_12690,protein metabolism
PiuraChilensis_v1_contig_3177,RNA metabolism
PiuraChilensis_v1_contig_705,other biological processes
PiuraChilensis_v1_contig_1909,transport
PiuraChilensis_v1_contig_3204,RNA metabolism
PiuraChilensis_v1_contig_10638,developmental processes
PiuraChilensis_v1_contig_3757,cell cycle and proliferation
PiuraChilensis_v1_contig_3757,cell organization and biogenesis
PiuraChilensis_v1_contig_9556,cell cycle and proliferation
PiuraChilensis_v1_contig_6356,transport
PiuraChilensis_v1_contig_7262,developmental processes
PiuraChilensis_v1_contig_4484,other metabolic processes
PiuraChilensis_v1_contig_13108,transport
PiuraChilensis_v1_contig_105,cell organization and biogenesis
PiuraChilensis_v1_contig_3499,transport
PiuraChilensis_v1_contig_9917,developmental processes
PiuraChilensis_v1_contig_468,protein metabolism
PiuraChilensis_v1_contig_742,developmental processes
PiuraChilensis_v1_contig_4825,protein metabolism
PiuraChilensis_v1_contig_8750,protein metabolism
PiuraChilensis_v1_contig_983,other biological processes
PiuraChilensis_v1_contig_3742,developmental processes
PiuraChilensis_v1_contig_3131,protein metabolism
PiuraChilensis_v1_contig_2316,developmental processes
PiuraChilensis_v1_contig_1215,other biological processes
PiuraChilensis_v1_contig_8266,DNA metabolism
PiuraChilensis_v1_contig_9827,protein metabolism
PiuraChilensis_v1_contig_4165,stress response
PiuraChilensis_v1_contig_4811,stress response
PiuraChilensis_v1_contig_7088,other biological processes
PiuraChilensis_v1_contig_9127,other metabolic processes
PiuraChilensis_v1_contig_7074,signal transduction
PiuraChilensis_v1_contig_7871,cell organization and biogenesis
PiuraChilensis_v1_contig_6074,developmental processes
PiuraChilensis_v1_contig_12542,other biological processes
PiuraChilensis_v1_contig_4947,other biological processes
PiuraChilensis_v1_contig_11361,cell cycle and proliferation
PiuraChilensis_v1_contig_738,developmental processes
PiuraChilensis_v1_contig_8901,other biological processes
PiuraChilensis_v1_contig_14090,other biological processes
PiuraChilensis_v1_contig_4047,developmental processes
PiuraChilensis_v1_contig_4101,RNA metabolism
PiuraChilensis_v1_contig_12794,cell organization and biogenesis
PiuraChilensis_v1_contig_4317,other biological processes
PiuraChilensis_v1_contig_2777,cell organization and biogenesis
PiuraChilensis_v1_contig_675,developmental processes
PiuraChilensis_v1_contig_1932,cell organization and biogenesis
PiuraChilensis_v1_contig_4200,transport
PiuraChilensis_v1_contig_8765,other metabolic processes
PiuraChilensis_v1_contig_1753,cell adhesion
PiuraChilensis_v1_contig_13045,developmental processes
PiuraChilensis_v1_contig_8133,transport
PiuraChilensis_v1_contig_10495,cell organization and biogenesis
PiuraChilensis_v1_contig_1184,other biological processes
PiuraChilensis_v1_contig_11630,RNA metabolism
PiuraChilensis_v1_contig_9113,other biological processes
PiuraChilensis_v1_contig_10508,cell organization and biogenesis
PiuraChilensis_v1_contig_13363,stress response
PiuraChilensis_v1_contig_3748,cell cycle and proliferation
PiuraChilensis_v1_contig_11537,cell organization and biogenesis
PiuraChilensis_v1_contig_2351,protein metabolism
PiuraChilensis_v1_contig_8596,transport
PiuraChilensis_v1_contig_2250,other biological processes
PiuraChilensis_v1_contig_10573,other metabolic processes
PiuraChilensis_v1_contig_8633,signal transduction
PiuraChilensis_v1_contig_10880,other metabolic processes
PiuraChilensis_v1_contig_2051,transport
PiuraChilensis_v1_contig_11860,other biological processes
PiuraChilensis_v1_contig_4133,other biological processes
PiuraChilensis_v1_contig_8054,signal transduction
PiuraChilensis_v1_contig_2431,other metabolic processes
PiuraChilensis_v1_contig_11163,cell cycle and proliferation
PiuraChilensis_v1_contig_11163,cell organization and biogenesis
PiuraChilensis_v1_contig_10654,RNA metabolism
PiuraChilensis_v1_contig_10654,cell organization and biogenesis
PiuraChilensis_v1_contig_10494,signal transduction
PiuraChilensis_v1_contig_5714,signal transduction
PiuraChilensis_v1_contig_8365,developmental processes
PiuraChilensis_v1_contig_1923,protein metabolism
PiuraChilensis_v1_contig_2077,cell organization and biogenesis
PiuraChilensis_v1_contig_1583,signal transduction
PiuraChilensis_v1_contig_9733,stress response
PiuraChilensis_v1_contig_3961,cell organization and biogenesis
PiuraChilensis_v1_contig_9351,protein metabolism
PiuraChilensis_v1_contig_8425,stress response
PiuraChilensis_v1_contig_14233,cell organization and biogenesis
PiuraChilensis_v1_contig_1303,other metabolic processes
PiuraChilensis_v1_contig_2667,stress response
PiuraChilensis_v1_contig_2250,protein metabolism
PiuraChilensis_v1_contig_9353,RNA metabolism
PiuraChilensis_v1_contig_13983,cell organization and biogenesis
PiuraChilensis_v1_contig_4512,other biological processes
PiuraChilensis_v1_contig_6191,other biological processes
PiuraChilensis_v1_contig_10952,cell organization and biogenesis
PiuraChilensis_v1_contig_5050,cell cycle and proliferation
PiuraChilensis_v1_contig_12682,other metabolic processes
PiuraChilensis_v1_contig_10868,other metabolic processes
PiuraChilensis_v1_contig_8591,other metabolic processes
PiuraChilensis_v1_contig_3643,cell organization and biogenesis
PiuraChilensis_v1_contig_6915,other metabolic processes
PiuraChilensis_v1_contig_2246,other metabolic processes
PiuraChilensis_v1_contig_5911,other metabolic processes
PiuraChilensis_v1_contig_4695,other metabolic processes
PiuraChilensis_v1_contig_4576,protein metabolism
PiuraChilensis_v1_contig_2440,signal transduction
PiuraChilensis_v1_contig_6453,other metabolic processes
PiuraChilensis_v1_contig_13389,cell adhesion
PiuraChilensis_v1_contig_10678,cell organization and biogenesis
PiuraChilensis_v1_contig_9823,other biological processes
PiuraChilensis_v1_contig_1991,stress response
PiuraChilensis_v1_contig_383,other biological processes
PiuraChilensis_v1_contig_7721,signal transduction
PiuraChilensis_v1_contig_7853,cell organization and biogenesis
PiuraChilensis_v1_contig_6541,cell adhesion
PiuraChilensis_v1_contig_5658,other biological processes
PiuraChilensis_v1_contig_14396,developmental processes
PiuraChilensis_v1_contig_10964,other metabolic processes
PiuraChilensis_v1_contig_1583,other metabolic processes
PiuraChilensis_v1_contig_5274,other biological processes
PiuraChilensis_v1_contig_7475,other metabolic processes
PiuraChilensis_v1_contig_4064,other biological processes
PiuraChilensis_v1_contig_1080,other metabolic processes
PiuraChilensis_v1_contig_12797,other metabolic processes
PiuraChilensis_v1_contig_2154,RNA metabolism
PiuraChilensis_v1_contig_12268,protein metabolism
PiuraChilensis_v1_contig_6465,other metabolic processes
PiuraChilensis_v1_contig_14173,developmental processes
PiuraChilensis_v1_contig_59,cell cycle and proliferation
PiuraChilensis_v1_contig_3345,signal transduction
PiuraChilensis_v1_contig_2015,cell cycle and proliferation
PiuraChilensis_v1_contig_9638,other metabolic processes
PiuraChilensis_v1_contig_12057,developmental processes
PiuraChilensis_v1_contig_468,other metabolic processes
PiuraChilensis_v1_contig_13010,other biological processes
PiuraChilensis_v1_contig_10583,DNA metabolism
PiuraChilensis_v1_contig_4842,other metabolic processes
PiuraChilensis_v1_contig_493,RNA metabolism
PiuraChilensis_v1_contig_2370,protein metabolism
PiuraChilensis_v1_contig_5058,transport
PiuraChilensis_v1_contig_4914,other metabolic processes
PiuraChilensis_v1_contig_9411,other biological processes
PiuraChilensis_v1_contig_13730,death
PiuraChilensis_v1_contig_3535,cell adhesion
PiuraChilensis_v1_contig_12872,cell organization and biogenesis
PiuraChilensis_v1_contig_7792,other biological processes
PiuraChilensis_v1_contig_6395,stress response
PiuraChilensis_v1_contig_2117,other metabolic processes
PiuraChilensis_v1_contig_9569,other metabolic processes
PiuraChilensis_v1_contig_8934,protein metabolism
PiuraChilensis_v1_contig_11827,RNA metabolism
PiuraChilensis_v1_contig_1664,developmental processes
PiuraChilensis_v1_contig_13379,developmental processes
PiuraChilensis_v1_contig_8313,cell cycle and proliferation
PiuraChilensis_v1_contig_8313,cell organization and biogenesis
PiuraChilensis_v1_contig_7903,cell organization and biogenesis
PiuraChilensis_v1_contig_4543,signal transduction
PiuraChilensis_v1_contig_4985,protein metabolism
PiuraChilensis_v1_contig_9811,other biological processes
PiuraChilensis_v1_contig_2925,other biological processes
PiuraChilensis_v1_contig_9818,transport
PiuraChilensis_v1_contig_147,cell adhesion
PiuraChilensis_v1_contig_2272,other biological processes
PiuraChilensis_v1_contig_9811,protein metabolism
PiuraChilensis_v1_contig_9811,cell organization and biogenesis
PiuraChilensis_v1_contig_6167,other biological processes
PiuraChilensis_v1_contig_10613,cell cycle and proliferation
PiuraChilensis_v1_contig_1137,other biological processes
PiuraChilensis_v1_contig_11793,other metabolic processes
PiuraChilensis_v1_contig_7788,other metabolic processes
PiuraChilensis_v1_contig_12580,transport
PiuraChilensis_v1_contig_565,protein metabolism
PiuraChilensis_v1_contig_13448,RNA metabolism
PiuraChilensis_v1_contig_5274,developmental processes
PiuraChilensis_v1_contig_12117,signal transduction
PiuraChilensis_v1_contig_4154,death
PiuraChilensis_v1_contig_9143,transport
PiuraChilensis_v1_contig_7310,developmental processes
PiuraChilensis_v1_contig_14231,other biological processes
PiuraChilensis_v1_contig_6652,signal transduction
PiuraChilensis_v1_contig_5163,RNA metabolism
PiuraChilensis_v1_contig_13685,transport
PiuraChilensis_v1_contig_3266,other metabolic processes
PiuraChilensis_v1_contig_2635,other metabolic processes
PiuraChilensis_v1_contig_5560,cell cycle and proliferation
PiuraChilensis_v1_contig_2351,transport
PiuraChilensis_v1_contig_2024,cell organization and biogenesis
PiuraChilensis_v1_contig_7730,DNA metabolism
PiuraChilensis_v1_contig_625,protein metabolism
PiuraChilensis_v1_contig_2598,stress response
PiuraChilensis_v1_contig_6124,transport
PiuraChilensis_v1_contig_2670,cell adhesion
PiuraChilensis_v1_contig_12133,developmental processes
PiuraChilensis_v1_contig_5720,cell cycle and proliferation
PiuraChilensis_v1_contig_2225,other biological processes
PiuraChilensis_v1_contig_6456,other biological processes
PiuraChilensis_v1_contig_5362,transport
PiuraChilensis_v1_contig_9389,signal transduction
PiuraChilensis_v1_contig_9915,protein metabolism
PiuraChilensis_v1_contig_4352,other biological processes
PiuraChilensis_v1_contig_14981,DNA metabolism
PiuraChilensis_v1_contig_10173,cell organization and biogenesis
