Column1,Column2,Column1,Column2
PiuraChilensis_v1_contig_2517,0.888131,PiuraChilensis_v1_contig_2517,protein metabolism
PiuraChilensis_v1_contig_2517,0.888131,PiuraChilensis_v1_contig_2517,signal transduction
PiuraChilensis_v1_contig_2518,1.07254,PiuraChilensis_v1_contig_2518,other metabolic processes
PiuraChilensis_v1_contig_2519,0.808314,PiuraChilensis_v1_contig_2519,cell adhesion
PiuraChilensis_v1_contig_2519,0.808314,PiuraChilensis_v1_contig_2519,cell cycle and proliferation
PiuraChilensis_v1_contig_2519,0.808314,PiuraChilensis_v1_contig_2519,developmental processes
PiuraChilensis_v1_contig_2519,0.808314,PiuraChilensis_v1_contig_2519,other biological processes
PiuraChilensis_v1_contig_2519,0.808314,PiuraChilensis_v1_contig_2519,other metabolic processes
PiuraChilensis_v1_contig_2519,0.808314,PiuraChilensis_v1_contig_2519,signal transduction
PiuraChilensis_v1_contig_252,0.756809,PiuraChilensis_v1_contig_252,other biological processes
PiuraChilensis_v1_contig_252,0.756809,PiuraChilensis_v1_contig_252,other metabolic processes
PiuraChilensis_v1_contig_2520,0.699868,PiuraChilensis_v1_contig_2520,transport
PiuraChilensis_v1_contig_2521,1.3905,,
PiuraChilensis_v1_contig_2522,0.754964,PiuraChilensis_v1_contig_2522,DNA metabolism
PiuraChilensis_v1_contig_2522,0.754964,PiuraChilensis_v1_contig_2522,RNA metabolism
PiuraChilensis_v1_contig_2522,0.754964,PiuraChilensis_v1_contig_2522,stress response
PiuraChilensis_v1_contig_2523,0.876147,,
PiuraChilensis_v1_contig_2524,0.502806,PiuraChilensis_v1_contig_2524,RNA metabolism
PiuraChilensis_v1_contig_2524,0.502806,PiuraChilensis_v1_contig_2524,other biological processes
PiuraChilensis_v1_contig_2525,0.990824,PiuraChilensis_v1_contig_2525,cell cycle and proliferation
PiuraChilensis_v1_contig_2525,0.990824,PiuraChilensis_v1_contig_2525,developmental processes
PiuraChilensis_v1_contig_2525,0.990824,PiuraChilensis_v1_contig_2525,other biological processes
PiuraChilensis_v1_contig_2526,0.957845,PiuraChilensis_v1_contig_2526,other biological processes
PiuraChilensis_v1_contig_2526,0.957845,PiuraChilensis_v1_contig_2526,other metabolic processes
PiuraChilensis_v1_contig_2526,0.957845,PiuraChilensis_v1_contig_2526,signal transduction
PiuraChilensis_v1_contig_2526,0.957845,PiuraChilensis_v1_contig_2526,stress response
PiuraChilensis_v1_contig_2527,0.842843,,
PiuraChilensis_v1_contig_2528,0.715344,,
PiuraChilensis_v1_contig_2529,0.413771,PiuraChilensis_v1_contig_2529,other metabolic processes
PiuraChilensis_v1_contig_2529,0.413771,PiuraChilensis_v1_contig_2529,transport
PiuraChilensis_v1_contig_253,0.461279,PiuraChilensis_v1_contig_253,other biological processes
PiuraChilensis_v1_contig_253,0.461279,PiuraChilensis_v1_contig_253,protein metabolism
PiuraChilensis_v1_contig_2530,1.11554,,
PiuraChilensis_v1_contig_2531,0.663915,PiuraChilensis_v1_contig_2531,cell organization and biogenesis
PiuraChilensis_v1_contig_2531,0.663915,PiuraChilensis_v1_contig_2531,developmental processes
PiuraChilensis_v1_contig_2532,0.551478,PiuraChilensis_v1_contig_2532,RNA metabolism
PiuraChilensis_v1_contig_2532,0.551478,PiuraChilensis_v1_contig_2532,cell organization and biogenesis
PiuraChilensis_v1_contig_2532,0.551478,PiuraChilensis_v1_contig_2532,protein metabolism
PiuraChilensis_v1_contig_2532,0.551478,PiuraChilensis_v1_contig_2532,transport
PiuraChilensis_v1_contig_2533,0.638445,PiuraChilensis_v1_contig_2533,cell organization and biogenesis
PiuraChilensis_v1_contig_2533,0.638445,PiuraChilensis_v1_contig_2533,developmental processes
PiuraChilensis_v1_contig_2533,0.638445,PiuraChilensis_v1_contig_2533,other biological processes
PiuraChilensis_v1_contig_2533,0.638445,PiuraChilensis_v1_contig_2533,other metabolic processes
PiuraChilensis_v1_contig_2533,0.638445,PiuraChilensis_v1_contig_2533,signal transduction
PiuraChilensis_v1_contig_2534,0.735178,PiuraChilensis_v1_contig_2534,other metabolic processes
PiuraChilensis_v1_contig_2534,0.735178,PiuraChilensis_v1_contig_2534,protein metabolism
PiuraChilensis_v1_contig_2534,0.735178,PiuraChilensis_v1_contig_2534,signal transduction
PiuraChilensis_v1_contig_2534,0.735178,PiuraChilensis_v1_contig_2534,stress response
PiuraChilensis_v1_contig_2535,0.417125,,
PiuraChilensis_v1_contig_2536,1.05872,,
PiuraChilensis_v1_contig_2537,0.637972,PiuraChilensis_v1_contig_2537,RNA metabolism
PiuraChilensis_v1_contig_2538,0.49905,PiuraChilensis_v1_contig_2538,cell organization and biogenesis
PiuraChilensis_v1_contig_2538,0.49905,PiuraChilensis_v1_contig_2538,developmental processes
PiuraChilensis_v1_contig_2538,0.49905,PiuraChilensis_v1_contig_2538,transport
PiuraChilensis_v1_contig_2539,0.989941,PiuraChilensis_v1_contig_2539,other biological processes
PiuraChilensis_v1_contig_254,0.867557,,
PiuraChilensis_v1_contig_2540,0.930277,PiuraChilensis_v1_contig_2540,protein metabolism
PiuraChilensis_v1_contig_2541,0.939471,,
PiuraChilensis_v1_contig_2542,0.573463,,
PiuraChilensis_v1_contig_2543,0.930828,PiuraChilensis_v1_contig_2543,RNA metabolism
PiuraChilensis_v1_contig_2544,0.924184,,
PiuraChilensis_v1_contig_2545,1.0655,,
PiuraChilensis_v1_contig_2546,1.02525,,
PiuraChilensis_v1_contig_2547,0.535705,PiuraChilensis_v1_contig_2547,RNA metabolism
PiuraChilensis_v1_contig_2547,0.535705,PiuraChilensis_v1_contig_2547,other biological processes
PiuraChilensis_v1_contig_2547,0.535705,PiuraChilensis_v1_contig_2547,signal transduction
PiuraChilensis_v1_contig_2548,0.808036,,
PiuraChilensis_v1_contig_2549,0.729835,PiuraChilensis_v1_contig_2549,signal transduction
PiuraChilensis_v1_contig_255,0.895957,PiuraChilensis_v1_contig_255,cell adhesion
PiuraChilensis_v1_contig_255,0.895957,PiuraChilensis_v1_contig_255,cell organization and biogenesis
PiuraChilensis_v1_contig_255,0.895957,PiuraChilensis_v1_contig_255,developmental processes
PiuraChilensis_v1_contig_255,0.895957,PiuraChilensis_v1_contig_255,other biological processes
PiuraChilensis_v1_contig_2550,0.798381,,
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,RNA metabolism
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,cell cycle and proliferation
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,cell organization and biogenesis
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,death
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,developmental processes
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,other biological processes
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,other metabolic processes
PiuraChilensis_v1_contig_2551,0.963727,PiuraChilensis_v1_contig_2551,signal transduction
PiuraChilensis_v1_contig_2552,0.442058,,
PiuraChilensis_v1_contig_2553,0.866086,,
PiuraChilensis_v1_contig_2554,1.00624,PiuraChilensis_v1_contig_2554,other biological processes
PiuraChilensis_v1_contig_2554,1.00624,PiuraChilensis_v1_contig_2554,signal transduction
PiuraChilensis_v1_contig_2554,1.00624,PiuraChilensis_v1_contig_2554,stress response
PiuraChilensis_v1_contig_2555,0.941497,PiuraChilensis_v1_contig_2555,cell cycle and proliferation
PiuraChilensis_v1_contig_2555,0.941497,PiuraChilensis_v1_contig_2555,developmental processes
PiuraChilensis_v1_contig_2556,0.72547,PiuraChilensis_v1_contig_2556,other biological processes
PiuraChilensis_v1_contig_2556,0.72547,PiuraChilensis_v1_contig_2556,other metabolic processes
PiuraChilensis_v1_contig_2556,0.72547,PiuraChilensis_v1_contig_2556,transport
PiuraChilensis_v1_contig_2557,0.742257,,
PiuraChilensis_v1_contig_2558,0.649478,PiuraChilensis_v1_contig_2558,RNA metabolism
PiuraChilensis_v1_contig_2558,0.649478,PiuraChilensis_v1_contig_2558,protein metabolism
PiuraChilensis_v1_contig_2559,1.46712,,
PiuraChilensis_v1_contig_256,0.836974,PiuraChilensis_v1_contig_256,protein metabolism
PiuraChilensis_v1_contig_2560,0.609779,,
PiuraChilensis_v1_contig_2561,0.597741,PiuraChilensis_v1_contig_2561,protein metabolism
PiuraChilensis_v1_contig_2562,0.761223,PiuraChilensis_v1_contig_2562,other biological processes
PiuraChilensis_v1_contig_2563,0.951928,,
PiuraChilensis_v1_contig_2564,0.662473,PiuraChilensis_v1_contig_2564,cell adhesion
PiuraChilensis_v1_contig_2565,0.355626,PiuraChilensis_v1_contig_2565,cell adhesion
PiuraChilensis_v1_contig_2565,0.355626,PiuraChilensis_v1_contig_2565,cell organization and biogenesis
PiuraChilensis_v1_contig_2565,0.355626,PiuraChilensis_v1_contig_2565,other metabolic processes
PiuraChilensis_v1_contig_2565,0.355626,PiuraChilensis_v1_contig_2565,protein metabolism
PiuraChilensis_v1_contig_2565,0.355626,PiuraChilensis_v1_contig_2565,signal transduction
PiuraChilensis_v1_contig_2566,0.998222,,
PiuraChilensis_v1_contig_2567,1.15866,,
PiuraChilensis_v1_contig_2568,1.32272,PiuraChilensis_v1_contig_2568,RNA metabolism
PiuraChilensis_v1_contig_2568,1.32272,PiuraChilensis_v1_contig_2568,death
PiuraChilensis_v1_contig_2568,1.32272,PiuraChilensis_v1_contig_2568,other biological processes
PiuraChilensis_v1_contig_2568,1.32272,PiuraChilensis_v1_contig_2568,protein metabolism
PiuraChilensis_v1_contig_2568,1.32272,PiuraChilensis_v1_contig_2568,signal transduction
PiuraChilensis_v1_contig_2568,1.32272,PiuraChilensis_v1_contig_2568,stress response
PiuraChilensis_v1_contig_2569,0.963259,PiuraChilensis_v1_contig_2569,cell cycle and proliferation
PiuraChilensis_v1_contig_2569,0.963259,PiuraChilensis_v1_contig_2569,cell organization and biogenesis
PiuraChilensis_v1_contig_2569,0.963259,PiuraChilensis_v1_contig_2569,developmental processes
PiuraChilensis_v1_contig_2569,0.963259,PiuraChilensis_v1_contig_2569,other biological processes
PiuraChilensis_v1_contig_2569,0.963259,PiuraChilensis_v1_contig_2569,protein metabolism
PiuraChilensis_v1_contig_257,0.912573,PiuraChilensis_v1_contig_257,other metabolic processes
PiuraChilensis_v1_contig_257,0.912573,PiuraChilensis_v1_contig_257,protein metabolism
PiuraChilensis_v1_contig_2570,0.707211,PiuraChilensis_v1_contig_2570,cell organization and biogenesis
PiuraChilensis_v1_contig_2571,0.8241,PiuraChilensis_v1_contig_2571,cell organization and biogenesis
PiuraChilensis_v1_contig_2571,0.8241,PiuraChilensis_v1_contig_2571,developmental processes
PiuraChilensis_v1_contig_2571,0.8241,PiuraChilensis_v1_contig_2571,other biological processes
PiuraChilensis_v1_contig_2571,0.8241,PiuraChilensis_v1_contig_2571,stress response
PiuraChilensis_v1_contig_2572,0.539618,,
PiuraChilensis_v1_contig_2573,0.85409,PiuraChilensis_v1_contig_2573,transport
PiuraChilensis_v1_contig_2574,1.094,PiuraChilensis_v1_contig_2574,other biological processes
PiuraChilensis_v1_contig_2574,1.094,PiuraChilensis_v1_contig_2574,other metabolic processes
PiuraChilensis_v1_contig_2575,0.627408,PiuraChilensis_v1_contig_2575,other biological processes
PiuraChilensis_v1_contig_2575,0.627408,PiuraChilensis_v1_contig_2575,other metabolic processes
PiuraChilensis_v1_contig_2575,0.627408,PiuraChilensis_v1_contig_2575,protein metabolism
PiuraChilensis_v1_contig_2576,0.788525,PiuraChilensis_v1_contig_2576,cell organization and biogenesis
PiuraChilensis_v1_contig_2577,0.655299,PiuraChilensis_v1_contig_2577,other metabolic processes
PiuraChilensis_v1_contig_2577,0.655299,PiuraChilensis_v1_contig_2577,transport
PiuraChilensis_v1_contig_2578,0.9996,PiuraChilensis_v1_contig_2578,other biological processes
PiuraChilensis_v1_contig_2578,0.9996,PiuraChilensis_v1_contig_2578,transport
PiuraChilensis_v1_contig_2579,1.34986,PiuraChilensis_v1_contig_2579,protein metabolism
PiuraChilensis_v1_contig_2579,1.34986,PiuraChilensis_v1_contig_2579,signal transduction
PiuraChilensis_v1_contig_258,0.749331,PiuraChilensis_v1_contig_258,RNA metabolism
PiuraChilensis_v1_contig_258,0.749331,PiuraChilensis_v1_contig_258,other metabolic processes
PiuraChilensis_v1_contig_258,0.749331,PiuraChilensis_v1_contig_258,protein metabolism
PiuraChilensis_v1_contig_2580,0.768595,PiuraChilensis_v1_contig_2580,RNA metabolism
PiuraChilensis_v1_contig_2580,0.768595,PiuraChilensis_v1_contig_2580,other biological processes
PiuraChilensis_v1_contig_2581,0.774332,PiuraChilensis_v1_contig_2581,transport
PiuraChilensis_v1_contig_2582,0.481009,PiuraChilensis_v1_contig_2582,other biological processes
PiuraChilensis_v1_contig_2583,0.599738,,
PiuraChilensis_v1_contig_2584,1.10525,PiuraChilensis_v1_contig_2584,protein metabolism
PiuraChilensis_v1_contig_2585,1.08276,PiuraChilensis_v1_contig_2585,cell organization and biogenesis
PiuraChilensis_v1_contig_2586,0.837474,PiuraChilensis_v1_contig_2586,RNA metabolism
PiuraChilensis_v1_contig_2587,0.77113,PiuraChilensis_v1_contig_2587,RNA metabolism
PiuraChilensis_v1_contig_2587,0.77113,PiuraChilensis_v1_contig_2587,cell organization and biogenesis
PiuraChilensis_v1_contig_2587,0.77113,PiuraChilensis_v1_contig_2587,other metabolic processes
PiuraChilensis_v1_contig_2587,0.77113,PiuraChilensis_v1_contig_2587,transport
PiuraChilensis_v1_contig_2588,0.908701,PiuraChilensis_v1_contig_2588,protein metabolism
PiuraChilensis_v1_contig_2589,0.393351,PiuraChilensis_v1_contig_2589,developmental processes
PiuraChilensis_v1_contig_2589,0.393351,PiuraChilensis_v1_contig_2589,other biological processes
PiuraChilensis_v1_contig_259,0.93291,,
PiuraChilensis_v1_contig_2590,0.794248,PiuraChilensis_v1_contig_2590,other biological processes
PiuraChilensis_v1_contig_2590,0.794248,PiuraChilensis_v1_contig_2590,protein metabolism
PiuraChilensis_v1_contig_2590,0.794248,PiuraChilensis_v1_contig_2590,stress response
PiuraChilensis_v1_contig_2591,1.04451,PiuraChilensis_v1_contig_2591,other metabolic processes
PiuraChilensis_v1_contig_2592,0.550878,,
PiuraChilensis_v1_contig_2593,0.79569,PiuraChilensis_v1_contig_2593,RNA metabolism
PiuraChilensis_v1_contig_2593,0.79569,PiuraChilensis_v1_contig_2593,cell cycle and proliferation
PiuraChilensis_v1_contig_2594,0.77822,PiuraChilensis_v1_contig_2594,DNA metabolism
PiuraChilensis_v1_contig_2594,0.77822,PiuraChilensis_v1_contig_2594,cell organization and biogenesis
PiuraChilensis_v1_contig_2594,0.77822,PiuraChilensis_v1_contig_2594,death
PiuraChilensis_v1_contig_2594,0.77822,PiuraChilensis_v1_contig_2594,protein metabolism
PiuraChilensis_v1_contig_2594,0.77822,PiuraChilensis_v1_contig_2594,signal transduction
PiuraChilensis_v1_contig_2594,0.77822,PiuraChilensis_v1_contig_2594,stress response
PiuraChilensis_v1_contig_2595,1.15999,,
PiuraChilensis_v1_contig_2596,0.524792,PiuraChilensis_v1_contig_2596,RNA metabolism
PiuraChilensis_v1_contig_2596,0.524792,PiuraChilensis_v1_contig_2596,protein metabolism
PiuraChilensis_v1_contig_2597,0.936112,PiuraChilensis_v1_contig_2597,death
PiuraChilensis_v1_contig_2597,0.936112,PiuraChilensis_v1_contig_2597,developmental processes
PiuraChilensis_v1_contig_2597,0.936112,PiuraChilensis_v1_contig_2597,other biological processes
PiuraChilensis_v1_contig_2597,0.936112,PiuraChilensis_v1_contig_2597,protein metabolism
PiuraChilensis_v1_contig_2598,0.688115,PiuraChilensis_v1_contig_2598,other biological processes
PiuraChilensis_v1_contig_2598,0.688115,PiuraChilensis_v1_contig_2598,protein metabolism
PiuraChilensis_v1_contig_2598,0.688115,PiuraChilensis_v1_contig_2598,signal transduction
PiuraChilensis_v1_contig_2598,0.688115,PiuraChilensis_v1_contig_2598,stress response
PiuraChilensis_v1_contig_2599,0.72446,PiuraChilensis_v1_contig_2599,cell adhesion
PiuraChilensis_v1_contig_2599,0.72446,PiuraChilensis_v1_contig_2599,cell cycle and proliferation
PiuraChilensis_v1_contig_2599,0.72446,PiuraChilensis_v1_contig_2599,cell organization and biogenesis
PiuraChilensis_v1_contig_2599,0.72446,PiuraChilensis_v1_contig_2599,developmental processes
PiuraChilensis_v1_contig_2599,0.72446,PiuraChilensis_v1_contig_2599,other biological processes
PiuraChilensis_v1_contig_2599,0.72446,PiuraChilensis_v1_contig_2599,signal transduction
PiuraChilensis_v1_contig_26,1.06796,PiuraChilensis_v1_contig_26,transport
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,RNA metabolism
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,cell cycle and proliferation
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,cell organization and biogenesis
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,death
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,developmental processes
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,other biological processes
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,protein metabolism
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,signal transduction
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,stress response
PiuraChilensis_v1_contig_260,0.783003,PiuraChilensis_v1_contig_260,transport
PiuraChilensis_v1_contig_2600,0.959976,PiuraChilensis_v1_contig_2600,other metabolic processes
PiuraChilensis_v1_contig_2600,0.959976,PiuraChilensis_v1_contig_2600,protein metabolism
PiuraChilensis_v1_contig_2601,0.779826,PiuraChilensis_v1_contig_2601,developmental processes
PiuraChilensis_v1_contig_2601,0.779826,PiuraChilensis_v1_contig_2601,other metabolic processes
PiuraChilensis_v1_contig_2602,1.01818,,
PiuraChilensis_v1_contig_2603,0.887905,PiuraChilensis_v1_contig_2603,other biological processes
PiuraChilensis_v1_contig_2603,0.887905,PiuraChilensis_v1_contig_2603,transport
PiuraChilensis_v1_contig_2604,0.680314,,
PiuraChilensis_v1_contig_2605,0.824882,PiuraChilensis_v1_contig_2605,transport
PiuraChilensis_v1_contig_2606,1.22764,PiuraChilensis_v1_contig_2606,cell adhesion
PiuraChilensis_v1_contig_2607,0.935729,PiuraChilensis_v1_contig_2607,other biological processes
PiuraChilensis_v1_contig_2608,0.537006,PiuraChilensis_v1_contig_2608,other metabolic processes
PiuraChilensis_v1_contig_2608,0.537006,PiuraChilensis_v1_contig_2608,transport
PiuraChilensis_v1_contig_2609,0.644112,PiuraChilensis_v1_contig_2609,protein metabolism
PiuraChilensis_v1_contig_261,0.85827,,
PiuraChilensis_v1_contig_2610,0.54506,PiuraChilensis_v1_contig_2610,RNA metabolism
PiuraChilensis_v1_contig_2610,0.54506,PiuraChilensis_v1_contig_2610,other biological processes
PiuraChilensis_v1_contig_2611,0.991192,PiuraChilensis_v1_contig_2611,cell cycle and proliferation
PiuraChilensis_v1_contig_2611,0.991192,PiuraChilensis_v1_contig_2611,developmental processes
PiuraChilensis_v1_contig_2611,0.991192,PiuraChilensis_v1_contig_2611,other metabolic processes
PiuraChilensis_v1_contig_2611,0.991192,PiuraChilensis_v1_contig_2611,signal transduction
PiuraChilensis_v1_contig_2612,0.738978,PiuraChilensis_v1_contig_2612,cell organization and biogenesis
PiuraChilensis_v1_contig_2612,0.738978,PiuraChilensis_v1_contig_2612,protein metabolism
PiuraChilensis_v1_contig_2612,0.738978,PiuraChilensis_v1_contig_2612,stress response
PiuraChilensis_v1_contig_2613,0.926722,,
PiuraChilensis_v1_contig_2614,0.714722,PiuraChilensis_v1_contig_2614,other metabolic processes
PiuraChilensis_v1_contig_2614,0.714722,PiuraChilensis_v1_contig_2614,protein metabolism
PiuraChilensis_v1_contig_2615,1.10138,,
PiuraChilensis_v1_contig_2616,1.05098,PiuraChilensis_v1_contig_2616,transport
PiuraChilensis_v1_contig_2617,0.385252,PiuraChilensis_v1_contig_2617,RNA metabolism
PiuraChilensis_v1_contig_2617,0.385252,PiuraChilensis_v1_contig_2617,cell organization and biogenesis
PiuraChilensis_v1_contig_2617,0.385252,PiuraChilensis_v1_contig_2617,cell-cell signaling
PiuraChilensis_v1_contig_2617,0.385252,PiuraChilensis_v1_contig_2617,other biological processes
PiuraChilensis_v1_contig_2617,0.385252,PiuraChilensis_v1_contig_2617,signal transduction
PiuraChilensis_v1_contig_2617,0.385252,PiuraChilensis_v1_contig_2617,stress response
PiuraChilensis_v1_contig_2617,0.385252,PiuraChilensis_v1_contig_2617,transport
PiuraChilensis_v1_contig_2618,0.545664,PiuraChilensis_v1_contig_2618,transport
PiuraChilensis_v1_contig_2619,0.93167,PiuraChilensis_v1_contig_2619,cell organization and biogenesis
PiuraChilensis_v1_contig_262,0.931487,PiuraChilensis_v1_contig_262,cell-cell signaling
PiuraChilensis_v1_contig_262,0.931487,PiuraChilensis_v1_contig_262,other biological processes
PiuraChilensis_v1_contig_262,0.931487,PiuraChilensis_v1_contig_262,transport
PiuraChilensis_v1_contig_2620,0.70956,PiuraChilensis_v1_contig_2620,cell organization and biogenesis
PiuraChilensis_v1_contig_2620,0.70956,PiuraChilensis_v1_contig_2620,death
PiuraChilensis_v1_contig_2620,0.70956,PiuraChilensis_v1_contig_2620,developmental processes
PiuraChilensis_v1_contig_2620,0.70956,PiuraChilensis_v1_contig_2620,other biological processes
PiuraChilensis_v1_contig_2620,0.70956,PiuraChilensis_v1_contig_2620,other metabolic processes
PiuraChilensis_v1_contig_2620,0.70956,PiuraChilensis_v1_contig_2620,stress response
PiuraChilensis_v1_contig_2621,1.00809,,
PiuraChilensis_v1_contig_2622,0.735838,PiuraChilensis_v1_contig_2622,RNA metabolism
PiuraChilensis_v1_contig_2623,0.800415,,
PiuraChilensis_v1_contig_2624,0.484931,PiuraChilensis_v1_contig_2624,other metabolic processes
PiuraChilensis_v1_contig_2625,0.829205,PiuraChilensis_v1_contig_2625,RNA metabolism
PiuraChilensis_v1_contig_2625,0.829205,PiuraChilensis_v1_contig_2625,other biological processes
PiuraChilensis_v1_contig_2625,0.829205,PiuraChilensis_v1_contig_2625,transport
PiuraChilensis_v1_contig_2626,0.902063,PiuraChilensis_v1_contig_2626,other biological processes
PiuraChilensis_v1_contig_2626,0.902063,PiuraChilensis_v1_contig_2626,other metabolic processes
PiuraChilensis_v1_contig_2627,0.622783,,
PiuraChilensis_v1_contig_2628,0.936492,PiuraChilensis_v1_contig_2628,death
PiuraChilensis_v1_contig_2628,0.936492,PiuraChilensis_v1_contig_2628,developmental processes
PiuraChilensis_v1_contig_2628,0.936492,PiuraChilensis_v1_contig_2628,other biological processes
PiuraChilensis_v1_contig_2628,0.936492,PiuraChilensis_v1_contig_2628,transport
PiuraChilensis_v1_contig_2629,0.701159,PiuraChilensis_v1_contig_2629,protein metabolism
PiuraChilensis_v1_contig_263,0.790578,PiuraChilensis_v1_contig_263,other biological processes
PiuraChilensis_v1_contig_2630,0.780293,PiuraChilensis_v1_contig_2630,cell adhesion
PiuraChilensis_v1_contig_2630,0.780293,PiuraChilensis_v1_contig_2630,cell cycle and proliferation
PiuraChilensis_v1_contig_2630,0.780293,PiuraChilensis_v1_contig_2630,cell organization and biogenesis
PiuraChilensis_v1_contig_2630,0.780293,PiuraChilensis_v1_contig_2630,other biological processes
PiuraChilensis_v1_contig_2630,0.780293,PiuraChilensis_v1_contig_2630,protein metabolism
PiuraChilensis_v1_contig_2631,0.319316,,
PiuraChilensis_v1_contig_2632,0.970183,PiuraChilensis_v1_contig_2632,other biological processes
PiuraChilensis_v1_contig_2633,1.16977,PiuraChilensis_v1_contig_2633,transport
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,RNA metabolism
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,cell organization and biogenesis
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,developmental processes
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,other biological processes
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,other metabolic processes
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,protein metabolism
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,signal transduction
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,stress response
PiuraChilensis_v1_contig_2634,0.674745,PiuraChilensis_v1_contig_2634,transport
PiuraChilensis_v1_contig_2635,0.81467,PiuraChilensis_v1_contig_2635,other metabolic processes
PiuraChilensis_v1_contig_2636,0.573941,PiuraChilensis_v1_contig_2636,cell organization and biogenesis
PiuraChilensis_v1_contig_2636,0.573941,PiuraChilensis_v1_contig_2636,protein metabolism
PiuraChilensis_v1_contig_2637,0.996049,PiuraChilensis_v1_contig_2637,DNA metabolism
PiuraChilensis_v1_contig_2637,0.996049,PiuraChilensis_v1_contig_2637,cell cycle and proliferation
PiuraChilensis_v1_contig_2637,0.996049,PiuraChilensis_v1_contig_2637,cell organization and biogenesis
PiuraChilensis_v1_contig_2637,0.996049,PiuraChilensis_v1_contig_2637,other biological processes
PiuraChilensis_v1_contig_2637,0.996049,PiuraChilensis_v1_contig_2637,other metabolic processes
PiuraChilensis_v1_contig_2637,0.996049,PiuraChilensis_v1_contig_2637,signal transduction
PiuraChilensis_v1_contig_2638,0.510052,,
PiuraChilensis_v1_contig_2639,0.695435,PiuraChilensis_v1_contig_2639,other metabolic processes
PiuraChilensis_v1_contig_2639,0.695435,PiuraChilensis_v1_contig_2639,protein metabolism
PiuraChilensis_v1_contig_2639,0.695435,PiuraChilensis_v1_contig_2639,transport
PiuraChilensis_v1_contig_264,0.741634,PiuraChilensis_v1_contig_264,cell adhesion
PiuraChilensis_v1_contig_264,0.741634,PiuraChilensis_v1_contig_264,cell organization and biogenesis
PiuraChilensis_v1_contig_264,0.741634,PiuraChilensis_v1_contig_264,cell-cell signaling
PiuraChilensis_v1_contig_264,0.741634,PiuraChilensis_v1_contig_264,developmental processes
PiuraChilensis_v1_contig_264,0.741634,PiuraChilensis_v1_contig_264,other biological processes
PiuraChilensis_v1_contig_2640,0.775576,PiuraChilensis_v1_contig_2640,death
PiuraChilensis_v1_contig_2640,0.775576,PiuraChilensis_v1_contig_2640,developmental processes
PiuraChilensis_v1_contig_2640,0.775576,PiuraChilensis_v1_contig_2640,other biological processes
PiuraChilensis_v1_contig_2640,0.775576,PiuraChilensis_v1_contig_2640,other metabolic processes
PiuraChilensis_v1_contig_2640,0.775576,PiuraChilensis_v1_contig_2640,protein metabolism
PiuraChilensis_v1_contig_2640,0.775576,PiuraChilensis_v1_contig_2640,signal transduction
PiuraChilensis_v1_contig_2640,0.775576,PiuraChilensis_v1_contig_2640,transport
PiuraChilensis_v1_contig_2641,0.512531,PiuraChilensis_v1_contig_2641,death
PiuraChilensis_v1_contig_2641,0.512531,PiuraChilensis_v1_contig_2641,other biological processes
PiuraChilensis_v1_contig_2641,0.512531,PiuraChilensis_v1_contig_2641,signal transduction
PiuraChilensis_v1_contig_2642,0.354704,,
PiuraChilensis_v1_contig_2643,0.755191,PiuraChilensis_v1_contig_2643,protein metabolism
PiuraChilensis_v1_contig_2644,0.915679,PiuraChilensis_v1_contig_2644,protein metabolism
PiuraChilensis_v1_contig_2645,0.913778,PiuraChilensis_v1_contig_2645,RNA metabolism
PiuraChilensis_v1_contig_2646,0.569278,PiuraChilensis_v1_contig_2646,transport
